TransactionID	Date	StoreID	StoreName	Region	ProductID	ProductName	Category	Quantity	UnitPrice	Discount	NetSale	TotalCost	Profit
T1002693	2023-12-30	S024	Store_024	Central	P0041	Prod_0041	Beverages	4	682.68	0.05			
T1002694	2025-07-31	S041	Store_041	South	P0022	Prod_0022	Toys	8	485.02	0.15			
T1002695	2023-09-16	S013	Store_013	East	P0038	Prod_0038	Beverages	2	106.0	0.15			
T1002696	2024-01-24	S005	Store_005	South	P0134	Prod_0134	Beverages	4	342.66	0.0			
T1002697	2024-07-22	S016	Store_016	Central	P0052	Prod_0052	Beverages	3	179.74	0.05			
T1002698	2025-08-08	S037	Store_037	West	P0180	Prod_0180	Household	5	243.4	0.1			
T1002699	2024-07-14	S002	Store_002	West	P0166	Prod_0166	Food	7	587.9	0.0			
T1002700	2024-08-28	S008	Store_008	East	P0089	Prod_0089	Stationery	7	867.37	0.0			
T1002701	2024-05-20	S047	Store_047	East	P0081	Prod_0081	Electronics	4	489.47	0.0			
T1002702	2024-05-09	S005	Store_005	South	P0035	Prod_0035	Beverages	7	322.42	0.05			
T1002703	2025-05-26	S039	Store_039	Central	P0099	Prod_0099	Beverages	2	510.97	0.15			
T1002704	2023-05-07	S012	Store_012	North	P0119	Prod_0119	Clothing	1	861.2	0.0			
T1002705	2025-03-10	S031	Store_031	South	P0154	Prod_0154	Food	1	767.16	0.15			
T1002706	2025-06-28	S010	Store_010	South	P0019	Prod_0019	Food	8	781.75	0.0			
T1002707	2023-03-23	S014	Store_014	West	P0188	Prod_0188	Food	5	345.14	0.15			
T1002708	2025-05-26	S001	Store_001	West	P0079	Prod_0079	Clothing	1	434.06	0.0			
T1002709	2024-01-12	S036	Store_036	North	P0024	Prod_0024	Household	9	111.51	0.0			
T1002710	2024-12-02	S034	Store_034	East	P0069	Prod_0069	Household	3	399.44	0.0			
T1002711	2025-07-03	S008	Store_008	East	P0037	Prod_0037	Toys	5	474.57	0.1			
T1002712	2023-06-04	S009	Store_009	South	P0133	Prod_0133	Electronics	7	689.58	0.05			
T1002713	2023-08-09	S007	Store_007	Central	P0038	Prod_0038	Beverages	1	120.35	0.05			
T1002714	2025-04-06	S039	Store_039	Central	P0191	Prod_0191	Food	9	611.12	0.15			
T1002715	2025-04-29	S016	Store_016	Central	P0174	Prod_0174	Household	7	366.02	0.0			
T1002716	2023-10-11	S015	Store_015	South	P0199	Prod_0199	Beverages	6	897.65	0.1			
T1002717	2025-07-04	S044	Store_044	Central	P0109	Prod_0109	Electronics	9	751.11	0.0			
T1002718	2025-01-25	S032	Store_032	West	P0135	Prod_0135	Food	9	152.67	0.1			
T1002719	2024-06-20	S009	Store_009	South	P0054	Prod_0054	Clothing	3	66.95	0.0			
T1002720	2025-04-10	S009	Store_009	South	P0004	Prod_0004	Beverages	6	541.84	0.05			
T1002721	2023-03-26	S003	Store_003	North	P0075	Prod_0075	Food	6	725.47	0.1			
T1002722	2024-06-02	S035	Store_035	West	P0127	Prod_0127	Beverages	7	967.14	0.0			
T1002723	2023-04-14	S016	Store_016	Central	P0118	Prod_0118	Clothing	4	818.53	0.05			
T1002724	2024-06-09	S021	Store_021	East	P0182	Prod_0182	Household	5	169.58	0.0			
T1002725	2023-12-19	S017	Store_017	Central	P0024	Prod_0024	Household	8	158.31	0.0			
T1002726	2023-08-26	S007	Store_007	Central	P0012	Prod_0012	Toys	1	627.08	0.0			
T1002727	2024-05-27	S040	Store_040	East	P0083	Prod_0083	Clothing	5	724.13	0.0			
T1002728	2023-05-25	S015	Store_015	South	P0028	Prod_0028	Beverages	2	307.95	0.05			
T1002729	2025-07-14	S049	Store_049	East	P0036	Prod_0036	Food	8	513.93	0.0			
T1002730	2023-03-09	S009	Store_009	South	P0021	Prod_0021	Food	3	1043.33	0.15			
T1002731	2025-02-28	S027	Store_027	East	P0095	Prod_0095	Household	7	260.63	0.2			
T1002732	2024-02-07	S007	Store_007	Central	P0165	Prod_0165	Food	2	564.48	0.0			
T1002733	2023-05-01	S015	Store_015	South	P0009	Prod_0009	Food	1	686.31	0.0			
T1002734	2023-05-11	S019	Store_019	South	P0162	Prod_0162	Electronics	6	596.77	0.05			
T1002735	2023-12-02	S007	Store_007	Central	P0084	Prod_0084	Electronics	1	262.92	0.1			
T1002736	2025-02-02	S036	Store_036	North	P0184	Prod_0184	Electronics	3	828.78	0.0			
T1002737	2025-09-16	S002	Store_002	West	P0034	Prod_0034	Food	9	209.33	0.15			
T1002738	2025-06-23	S021	Store_021	East	P0090	Prod_0090	Clothing	9	374.75	0.05			
T1002739	2024-11-07	S042	Store_042	East	P0043	Prod_0043	Toys	2	55.91	0.05			
T1002740	2024-02-11	S009	Store_009	South	P0187	Prod_0187	Beverages	6	431.2	0.05			
T1002741	2025-04-20	S010	Store_010	South	P0185	Prod_0185	Electronics	9	629.6	0.0			
T1002742	2023-09-06	S028	Store_028	South	P0158	Prod_0158	Electronics	6	501.99	0.0			
T1002743	2024-02-21	S014	Store_014	West	P0125	Prod_0125	Beverages	8	890.94	0.0			
T1002744	2024-12-21	S001	Store_001	West	P0018	Prod_0018	Food	5	109.93	0.0			
T1002745	2023-08-09	S033	Store_033	Central	P0085	Prod_0085	Food	6	734.61	0.05			
T1002746	2023-11-17	S003	Store_003	North	P0005	Prod_0005	Food	9	280.21	0.0			
T1002747	2023-01-25	S035	Store_035	West	P0150	Prod_0150	Stationery	8	420.81	0.0			
T1002748	2025-04-08	S017	Store_017	Central	P0168	Prod_0168	Clothing	7	642.92	0.0			
T1002749	2023-05-11	S028	Store_028	South	P0194	Prod_0194	Food	9	397.49	0.1			
T1002750	2023-12-26	S038	Store_038	Central	P0160	Prod_0160	Toys	7	220.13	0.15			
T1002751	2024-10-25	S005	Store_005	South	P0077	Prod_0077	Food	4	1009.54	0.0			
T1002752	2023-08-13	S011	Store_011	Central	P0179	Prod_0179	Food	7	769.88	0.0			
T1002753	2025-09-17	S034	Store_034	East	P0005	Prod_0005	Food	2	271.64	0.0			
T1002754	2024-11-25	S030	Store_030	North	P0143	Prod_0143	Food	9	736.16	0.0			
T1002755	2025-01-03	S026	Store_026	North	P0164	Prod_0164	Household	7	88.19	0.0			
T1002756	2023-04-26	S004	Store_004	Central	P0111	Prod_0111	Stationery	8	675.08	0.1			
T1002757	2024-08-15	S034	Store_034	East	P0036	Prod_0036	Food	8	403.55	0.0			
T1002758	2023-02-05	S041	Store_041	South	P0147	Prod_0147	Stationery	8	260.44	0.0			
T1002759	2023-07-15	S001	Store_001	West	P0168	Prod_0168	Clothing	9	667.88	0.0			
T1002760	2024-06-07	S020	Store_020	North	P0123	Prod_0123	Stationery	2	573.7	0.1			
T1002761	2024-11-23	S025	Store_025	South	P0072	Prod_0072	Household	5	261.45	0.0			
T1002762	2025-01-09	S009	Store_009	South	P0118	Prod_0118	Clothing	6	813.24	0.0			
T1002763	2023-10-27	S017	Store_017	Central	P0165	Prod_0165	Food	7	435.65	0.15			
T1002764	2024-02-12	S009	Store_009	South	P0044	Prod_0044	Stationery	2	381.5	0.0			
T1002765	2023-08-26	S047	Store_047	East	P0198	Prod_0198	Food	9	496.71	0.1			
T1002766	2024-05-28	S050	Store_050	South	P0200	Prod_0200	Food	7	216.69	0.0			
T1002767	2024-05-27	S011	Store_011	Central	P0149	Prod_0149	Food	7	366.42	0.1			
T1002768	2025-03-18	S004	Store_004	Central	P0131	Prod_0131	Toys	9	183.4	0.05			
T1002769	2024-12-22	S006	Store_006	East	P0129	Prod_0129	Toys	2	324.62	0.0			
T1002770	2025-04-16	S029	Store_029	East	P0111	Prod_0111	Stationery	8	515.85	0.1			
T1002771	2024-06-20	S033	Store_033	Central	P0035	Prod_0035	Beverages	7	263.79	0.0			
T1002772	2024-08-20	S040	Store_040	East	P0178	Prod_0178	Food	5	725.12	0.15			
T1002773	2025-08-04	S028	Store_028	South	P0180	Prod_0180	Household	6	251.09	0.0			
T1002774	2024-09-01	S047	Store_047	East	P0080	Prod_0080	Beverages	7	47.98	0.0			
T1002775	2023-01-15	S035	Store_035	West	P0122	Prod_0122	Electronics	6	344.06	0.0			
T1002776	2024-03-31	S010	Store_010	South	P0036	Prod_0036	Food	9	492.66	0.1			
T1002777	2023-06-26	S030	Store_030	North	P0112	Prod_0112	Beverages	6	677.41	0.0			
T1002778	2025-05-08	S032	Store_032	West	P0036	Prod_0036	Food	1	382.39	0.1			
T1002779	2024-04-22	S006	Store_006	East	P0055	Prod_0055	Clothing	6	45.96	0.0			
T1002780	2025-03-26	S050	Store_050	South	P0105	Prod_0105	Food	9	537.1	0.0			
T1002781	2023-10-25	S018	Store_018	North	P0012	Prod_0012	Toys	4	655.92	0.1			
T1002782	2025-08-22	S041	Store_041	South	P0080	Prod_0080	Beverages	3	47.22	0.05			
T1002783	2025-09-04	S044	Store_044	Central	P0154	Prod_0154	Food	7	742.25	0.15			
T1002784	2023-10-22	S031	Store_031	South	P0153	Prod_0153	Clothing	7	332.65	0.0			
T1002785	2025-05-29	S037	Store_037	West	P0051	Prod_0051	Toys	3	220.7	0.0			
T1002786	2023-07-10	S001	Store_001	West	P0117	Prod_0117	Beverages	2	920.55	0.1			
T1002787	2023-12-16	S033	Store_033	Central	P0068	Prod_0068	Beverages	2	178.71	0.1			
T1002788	2024-05-30	S005	Store_005	South	P0135	Prod_0135	Food	4	104.6	0.0			
T1002789	2024-08-18	S032	Store_032	West	P0042	Prod_0042	Household	2	295.45	0.15			
T1002790	2023-06-05	S020	Store_020	North	P0195	Prod_0195	Beverages	6	348.85	0.0			
T1002791	2024-10-20	S032	Store_032	West	P0132	Prod_0132	Stationery	3	887.54	0.0			
T1002792	2025-06-10	S011	Store_011	Central	P0103	Prod_0103	Household	6	510.75	0.0			
T1002793	2024-01-17	S008	Store_008	East	P0130	Prod_0130	Toys	7	821.74	0.05			
T1002794	2023-03-24	S044	Store_044	Central	P0127	Prod_0127	Beverages	8	641.42	0.0			
T1002795	2023-05-23	S001	Store_001	West	P0137	Prod_0137	Food	2	424.65	0.0			
T1002796	2025-01-27	S040	Store_040	East	P0070	Prod_0070	Toys	2	198.9	0.0			
T1002797	2023-01-01	S020	Store_020	North	P0146	Prod_0146	Electronics	2	372.98	0.2			
T1002798	2024-08-26	S012	Store_012	North	P0005	Prod_0005	Food	2	255.24	0.05			
T1002799	2023-09-09	S001	Store_001	West	P0197	Prod_0197	Food	8	737.54	0.1			
T1002800	2024-01-31	S039	Store_039	Central	P0065	Prod_0065	Beverages	9	664.91	0.05			
T1002801	2024-09-24	S045	Store_045	East	P0168	Prod_0168	Clothing	8	767.7	0.0			
T1002802	2023-05-25	S006	Store_006	East	P0181	Prod_0181	Beverages	7	696.53	0.0			
T1002803	2025-06-18	S009	Store_009	South	P0140	Prod_0140	Electronics	6	152.6	0.0			
T1002804	2023-07-19	S011	Store_011	Central	P0076	Prod_0076	Food	1	716.15	0.1			
T1002805	2025-07-10	S009	Store_009	South	P0018	Prod_0018	Food	9	109.44	0.0			
T1002806	2024-01-10	S045	Store_045	East	P0019	Prod_0019	Food	5	771.17	0.0			
T1002807	2024-12-30	S008	Store_008	East	P0175	Prod_0175	Beverages	8	856.45	0.0			
T1002808	2024-07-02	S042	Store_042	East	P0170	Prod_0170	Beverages	9	491.87	0.0			
T1002809	2025-06-29	S001	Store_001	West	P0053	Prod_0053	Household	3	740.98	0.0			
T1002810	2024-01-10	S049	Store_049	East	P0190	Prod_0190	Food	8	855.55	0.2			
T1002811	2025-05-05	S029	Store_029	East	P0172	Prod_0172	Beverages	5	808.12	0.1			
T1002812	2024-06-10	S037	Store_037	West	P0096	Prod_0096	Electronics	4	192.81	0.0			
T1002813	2025-06-19	S015	Store_015	South	P0090	Prod_0090	Clothing	3	486.56	0.1			
T1002814	2025-09-23	S032	Store_032	West	P0135	Prod_0135	Food	9	110.21	0.0			
T1002815	2024-09-22	S004	Store_004	Central	P0016	Prod_0016	Clothing	3	81.29	0.1			
T1002816	2024-10-04	S034	Store_034	East	P0093	Prod_0093	Toys	3	432.42	0.0			
T1002817	2023-11-21	S047	Store_047	East	P0150	Prod_0150	Stationery	5	345.73	0.0			
T1002818	2023-11-28	S006	Store_006	East	P0129	Prod_0129	Toys	9	345.79	0.05			
T1002819	2024-04-20	S013	Store_013	East	P0150	Prod_0150	Stationery	3	533.91	0.0			
T1002820	2025-07-15	S017	Store_017	Central	P0149	Prod_0149	Food	9	246.59	0.0			
T1002821	2025-03-09	S018	Store_018	North	P0046	Prod_0046	Food	8	231.34	0.0			
T1002822	2025-09-15	S006	Store_006	East	P0170	Prod_0170	Beverages	7	425.95	0.0			
T1002823	2024-12-05	S028	Store_028	South	P0195	Prod_0195	Beverages	8	475.01	0.0			
T1002824	2024-04-04	S034	Store_034	East	P0133	Prod_0133	Electronics	1	505.77	0.1			
T1002825	2024-07-29	S046	Store_046	East	P0165	Prod_0165	Food	1	586.84	0.0			
T1002826	2025-05-07	S005	Store_005	South	P0156	Prod_0156	Clothing	9	154.52	0.05			
T1002827	2024-09-10	S030	Store_030	North	P0123	Prod_0123	Stationery	8	510.18	0.15			
T1002828	2024-11-11	S048	Store_048	North	P0156	Prod_0156	Clothing	8	186.08	0.0			
T1002829	2025-01-08	S047	Store_047	East	P0029	Prod_0029	Beverages	6	785.6	0.0			
T1002830	2023-02-14	S005	Store_005	South	P0001	Prod_0001	Electronics	5	675.56	0.0			
T1002831	2023-04-24	S011	Store_011	Central	P0140	Prod_0140	Electronics	7	141.85	0.1			
T1002832	2024-08-31	S010	Store_010	South	P0106	Prod_0106	Stationery	5	595.46	0.05			
T1002833	2023-11-21	S034	Store_034	East	P0044	Prod_0044	Stationery	5	378.39	0.05			
T1002834	2024-09-20	S027	Store_027	East	P0052	Prod_0052	Beverages	4	213.77	0.05			
T1002835	2024-08-23	S026	Store_026	North	P0153	Prod_0153	Clothing	1	293.39	0.0			
T1002836	2024-10-08	S019	Store_019	South	P0065	Prod_0065	Beverages	1	468.11	0.0			
T1002837	2024-06-16	S038	Store_038	Central	P0007	Prod_0007	Household	4	372.47	0.0			
T1002838	2025-09-07	S032	Store_032	West	P0121	Prod_0121	Toys	2	849.25	0.0			
T1002839	2023-11-29	S001	Store_001	West	P0149	Prod_0149	Food	7	292.6	0.0			
T1002840	2023-05-12	S004	Store_004	Central	P0139	Prod_0139	Beverages	1	230.72	0.0			
T1002841	2024-09-05	S015	Store_015	South	P0152	Prod_0152	Toys	8	65.09	0.0			
T1002842	2023-12-31	S016	Store_016	Central	P0108	Prod_0108	Electronics	4	434.83	0.05			
T1002843	2024-10-19	S037	Store_037	West	P0021	Prod_0021	Food	3	728.81	0.0			
T1002844	2024-11-14	S039	Store_039	Central	P0021	Prod_0021	Food	5	752.42	0.0			
T1002845	2025-06-29	S012	Store_012	North	P0199	Prod_0199	Beverages	3	798.57	0.15			
T1002846	2024-05-12	S038	Store_038	Central	P0152	Prod_0152	Toys	6	48.85	0.2			
T1002847	2023-12-01	S022	Store_022	East	P0085	Prod_0085	Food	2	487.1	0.0			
T1002848	2025-01-03	S040	Store_040	East	P0088	Prod_0088	Food	8	314.22	0.0			
T1002849	2024-06-03	S012	Store_012	North	P0170	Prod_0170	Beverages	6	392.34	0.0			
T1002850	2025-08-21	S038	Store_038	Central	P0079	Prod_0079	Clothing	6	306.56	0.0			
T1002851	2024-07-05	S031	Store_031	South	P0191	Prod_0191	Food	1	700.52	0.0			
T1002852	2025-08-09	S048	Store_048	North	P0013	Prod_0013	Electronics	7	646.47	0.1			
T1002853	2023-12-20	S027	Store_027	East	P0129	Prod_0129	Toys	7	331.84	0.0			
T1002854	2025-08-09	S006	Store_006	East	P0089	Prod_0089	Stationery	7	1040.51	0.1			
T1002855	2024-03-14	S010	Store_010	South	P0010	Prod_0010	Food	8	135.27	0.0			
T1002856	2024-06-22	S005	Store_005	South	P0027	Prod_0027	Clothing	4	120.5	0.0			
T1002857	2024-07-20	S042	Store_042	East	P0191	Prod_0191	Food	3	718.88	0.05			
T1002858	2023-08-18	S020	Store_020	North	P0100	Prod_0100	Clothing	8	260.43	0.0			
T1002859	2023-07-15	S016	Store_016	Central	P0167	Prod_0167	Food	1	738.7	0.1			
T1002860	2023-08-09	S008	Store_008	East	P0012	Prod_0012	Toys	9	751.76	0.0			
T1002861	2025-08-25	S047	Store_047	East	P0139	Prod_0139	Beverages	1	174.8	0.0			
T1002862	2024-12-15	S039	Store_039	Central	P0103	Prod_0103	Household	5	438.67	0.05			
T1002863	2024-03-16	S009	Store_009	South	P0126	Prod_0126	Food	8	501.19	0.0			
T1002864	2024-03-20	S007	Store_007	Central	P0188	Prod_0188	Food	4	382.16	0.0			
T1002865	2025-04-29	S047	Store_047	East	P0161	Prod_0161	Beverages	1	312.3	0.05			
T1002866	2023-09-17	S027	Store_027	East	P0173	Prod_0173	Household	5	520.79	0.0			
T1002867	2025-07-09	S046	Store_046	East	P0111	Prod_0111	Stationery	3	688.47	0.0			
T1002868	2023-11-06	S005	Store_005	South	P0033	Prod_0033	Household	5	668.84	0.0			
T1002869	2025-07-15	S040	Store_040	East	P0156	Prod_0156	Clothing	5	137.41	0.0			
T1002870	2023-01-28	S040	Store_040	East	P0173	Prod_0173	Household	4	541.53	0.0			
T1002871	2024-07-27	S047	Store_047	East	P0177	Prod_0177	Food	7	95.69	0.0			
T1002872	2024-01-07	S035	Store_035	West	P0125	Prod_0125	Beverages	2	775.71	0.2			
T1002873	2023-12-13	S008	Store_008	East	P0189	Prod_0189	Household	4	806.57	0.05			
T1002874	2024-08-28	S035	Store_035	West	P0020	Prod_0020	Food	8	591.84	0.05			
T1002875	2024-03-30	S019	Store_019	South	P0068	Prod_0068	Beverages	1	187.38	0.0			
T1002876	2024-01-01	S026	Store_026	North	P0003	Prod_0003	Food	9	442.1	0.0			
T1002877	2025-03-23	S009	Store_009	South	P0134	Prod_0134	Beverages	2	414.35	0.0			
T1002878	2025-07-11	S044	Store_044	Central	P0165	Prod_0165	Food	4	531.29	0.0			
T1002879	2024-05-31	S041	Store_041	South	P0044	Prod_0044	Stationery	3	295.03	0.0			
T1002880	2024-03-01	S047	Store_047	East	P0140	Prod_0140	Electronics	4	163.51	0.1			
T1002881	2025-06-07	S024	Store_024	Central	P0155	Prod_0155	Household	2	669.97	0.0			
T1002882	2024-06-16	S038	Store_038	Central	P0113	Prod_0113	Stationery	4	92.47	0.1			
T1002883	2023-10-24	S010	Store_010	South	P0032	Prod_0032	Clothing	3	713.18	0.0			
T1002884	2023-01-29	S023	Store_023	South	P0178	Prod_0178	Food	6	769.71	0.0			
T1002885	2024-01-26	S037	Store_037	West	P0043	Prod_0043	Toys	4	52.28	0.05			
T1002886	2024-09-17	S002	Store_002	West	P0108	Prod_0108	Electronics	1	523.06	0.2			
T1002887	2023-08-08	S045	Store_045	East	P0138	Prod_0138	Food	8	98.24	0.1			
T1002888	2025-08-10	S019	Store_019	South	P0171	Prod_0171	Electronics	3	65.19	0.05			
T1002889	2023-06-03	S028	Store_028	South	P0192	Prod_0192	Food	4	867.91	0.05			
T1002890	2023-05-19	S042	Store_042	East	P0017	Prod_0017	Clothing	1	357.0	0.05			
T1002891	2023-08-18	S025	Store_025	South	P0030	Prod_0030	Electronics	4	466.74	0.05			
T1002892	2024-03-12	S031	Store_031	South	P0110	Prod_0110	Stationery	5	665.34	0.0			
T1002893	2023-07-18	S015	Store_015	South	P0135	Prod_0135	Food	5	124.58	0.05			
T1002894	2023-09-24	S047	Store_047	East	P0007	Prod_0007	Household	1	417.48	0.1			
T1002895	2024-02-03	S018	Store_018	North	P0040	Prod_0040	Stationery	2	468.28	0.2			
T1002896	2025-01-01	S007	Store_007	Central	P0091	Prod_0091	Toys	9	621.83	0.0			
T1002897	2024-11-26	S019	Store_019	South	P0113	Prod_0113	Stationery	2	78.89	0.0			
T1002898	2023-11-03	S007	Store_007	Central	P0020	Prod_0020	Food	5	756.53	0.15			
T1002899	2023-07-31	S043	Store_043	North	P0004	Prod_0004	Beverages	7	679.03	0.15			
T1002900	2023-06-12	S010	Store_010	South	P0078	Prod_0078	Beverages	9	850.27	0.0			
T1002901	2023-01-21	S049	Store_049	East	P0117	Prod_0117	Beverages	2	773.67	0.15			
T1002902	2024-03-06	S023	Store_023	South	P0118	Prod_0118	Clothing	9	621.07	0.1			
T1002903	2023-10-30	S002	Store_002	West	P0165	Prod_0165	Food	7	447.65	0.0			
T1002904	2023-01-28	S022	Store_022	East	P0061	Prod_0061	Stationery	2	526.49	0.1			
T1002905	2024-10-07	S007	Store_007	Central	P0183	Prod_0183	Clothing	8	478.16	0.0			
T1002906	2024-10-04	S045	Store_045	East	P0106	Prod_0106	Stationery	1	725.34	0.0			
T1002907	2024-09-08	S022	Store_022	East	P0159	Prod_0159	Toys	4	357.22	0.05			
T1002908	2024-10-19	S039	Store_039	Central	P0186	Prod_0186	Stationery	6	929.78	0.2			
T1002909	2024-02-18	S006	Store_006	East	P0163	Prod_0163	Food	8	852.56	0.0			
T1002910	2023-07-01	S048	Store_048	North	P0139	Prod_0139	Beverages	7	206.66	0.1			
T1002911	2023-03-08	S014	Store_014	West	P0108	Prod_0108	Electronics	3	664.34	0.0			
T1002912	2024-01-02	S016	Store_016	Central	P0090	Prod_0090	Clothing	5	425.52	0.0			
T1002913	2025-05-28	S043	Store_043	North	P0083	Prod_0083	Clothing	1	624.01	0.05			
T1002914	2025-03-15	S048	Store_048	North	P0038	Prod_0038	Beverages	2	136.88	0.0			
T1002915	2024-12-15	S033	Store_033	Central	P0171	Prod_0171	Electronics	4	81.35	0.05			
T1002916	2025-02-22	S020	Store_020	North	P0183	Prod_0183	Clothing	5	585.35	0.05			
T1002917	2025-03-09	S006	Store_006	East	P0051	Prod_0051	Toys	1	207.38	0.0			
T1002918	2023-12-08	S024	Store_024	Central	P0116	Prod_0116	Toys	3	611.97	0.05			
T1002919	2024-01-04	S010	Store_010	South	P0026	Prod_0026	Stationery	9	172.15	0.0			
T1002920	2024-11-12	S010	Store_010	South	P0099	Prod_0099	Beverages	2	454.95	0.05			
T1002921	2023-06-09	S022	Store_022	East	P0200	Prod_0200	Food	3	196.14	0.0			
T1002922	2023-10-11	S027	Store_027	East	P0089	Prod_0089	Stationery	4	983.13	0.15			
T1002923	2023-07-11	S027	Store_027	East	P0069	Prod_0069	Household	7	500.9	0.0			
T1002924	2024-04-06	S049	Store_049	East	P0108	Prod_0108	Electronics	6	652.19	0.15			
T1002925	2023-08-15	S003	Store_003	North	P0151	Prod_0151	Electronics	2	243.65	0.0			
T1002926	2025-08-01	S024	Store_024	Central	P0115	Prod_0115	Beverages	9	713.53	0.0			
T1002927	2023-07-23	S042	Store_042	East	P0142	Prod_0142	Clothing	2	716.62	0.0			
T1002928	2024-09-25	S021	Store_021	East	P0031	Prod_0031	Food	2	502.32	0.1			
T1002929	2024-04-03	S039	Store_039	Central	P0167	Prod_0167	Food	4	505.35	0.05			
T1002930	2024-11-04	S040	Store_040	East	P0038	Prod_0038	Beverages	3	129.6	0.05			
T1002931	2023-11-08	S049	Store_049	East	P0167	Prod_0167	Food	2	621.48	0.0			
T1002932	2023-06-02	S013	Store_013	East	P0180	Prod_0180	Household	4	179.14	0.05			
T1002933	2024-03-30	S037	Store_037	West	P0090	Prod_0090	Clothing	9	526.42	0.2			
T1002934	2024-01-20	S044	Store_044	Central	P0018	Prod_0018	Food	8	104.09	0.0			
T1002935	2024-04-23	S037	Store_037	West	P0079	Prod_0079	Clothing	7	463.32	0.05			
T1002936	2023-03-03	S002	Store_002	West	P0011	Prod_0011	Electronics	8	328.3	0.0			
T1002937	2024-12-05	S003	Store_003	North	P0025	Prod_0025	Beverages	1	272.63	0.0			
T1002938	2023-12-17	S023	Store_023	South	P0173	Prod_0173	Household	6	448.03	0.0			
T1002939	2024-09-08	S027	Store_027	East	P0053	Prod_0053	Household	1	512.65	0.1			
T1002940	2023-07-06	S043	Store_043	North	P0016	Prod_0016	Clothing	3	61.42	0.0			
T1002941	2025-01-18	S027	Store_027	East	P0008	Prod_0008	Beverages	6	107.29	0.05			
T1002942	2025-02-24	S031	Store_031	South	P0180	Prod_0180	Household	1	205.04	0.15			
T1002943	2023-03-17	S040	Store_040	East	P0088	Prod_0088	Food	4	331.92	0.0			
T1002944	2025-03-12	S006	Store_006	East	P0135	Prod_0135	Food	5	103.8	0.05			
T1002945	2023-06-12	S007	Store_007	Central	P0122	Prod_0122	Electronics	2	313.22	0.0			
T1002946	2023-07-29	S046	Store_046	East	P0105	Prod_0105	Food	4	542.5	0.0			
T1002947	2025-03-11	S038	Store_038	Central	P0054	Prod_0054	Clothing	1	64.35	0.0			
T1002948	2023-04-10	S005	Store_005	South	P0067	Prod_0067	Beverages	4	892.42	0.0			
T1002949	2024-07-30	S003	Store_003	North	P0139	Prod_0139	Beverages	1	228.58	0.1			
T1002950	2023-06-28	S025	Store_025	South	P0160	Prod_0160	Toys	7	264.63	0.15			
T1002951	2023-04-18	S020	Store_020	North	P0020	Prod_0020	Food	1	531.8	0.0			
T1002952	2023-02-05	S027	Store_027	East	P0146	Prod_0146	Electronics	4	354.52	0.0			
T1002953	2023-12-05	S001	Store_001	West	P0102	Prod_0102	Beverages	1	108.49	0.05			
T1002954	2023-11-20	S033	Store_033	Central	P0028	Prod_0028	Beverages	5	327.2	0.0			
T1002955	2023-07-23	S016	Store_016	Central	P0200	Prod_0200	Food	2	196.34	0.0			
T1002956	2023-08-07	S034	Store_034	East	P0035	Prod_0035	Beverages	8	244.91	0.0			
T1002957	2023-02-08	S010	Store_010	South	P0003	Prod_0003	Food	7	421.1	0.1			
T1002958	2024-07-28	S029	Store_029	East	P0006	Prod_0006	Household	6	75.03	0.15			
T1002959	2024-10-13	S028	Store_028	South	P0099	Prod_0099	Beverages	8	566.9	0.0			
T1002960	2023-05-27	S049	Store_049	East	P0036	Prod_0036	Food	8	471.38	0.15			
T1002961	2024-11-16	S010	Store_010	South	P0080	Prod_0080	Beverages	3	42.27	0.0			
T1002962	2023-02-19	S006	Store_006	East	P0119	Prod_0119	Clothing	8	889.67	0.05			
T1002963	2024-03-09	S004	Store_004	Central	P0102	Prod_0102	Beverages	8	120.45	0.05			
T1002964	2023-05-07	S024	Store_024	Central	P0008	Prod_0008	Beverages	3	148.47	0.1			
T1002965	2023-08-04	S043	Store_043	North	P0033	Prod_0033	Household	9	696.74	0.0			
T1002966	2024-02-01	S018	Store_018	North	P0056	Prod_0056	Food	8	336.47	0.05			
T1002967	2023-06-10	S045	Store_045	East	P0044	Prod_0044	Stationery	8	397.0	0.1			
T1002968	2023-04-02	S005	Store_005	South	P0174	Prod_0174	Household	3	378.09	0.0			
T1002969	2024-01-16	S004	Store_004	Central	P0009	Prod_0009	Food	4	869.01	0.05			
T1002970	2024-10-13	S020	Store_020	North	P0056	Prod_0056	Food	5	326.77	0.0			
T1002971	2024-07-22	S043	Store_043	North	P0012	Prod_0012	Toys	9	775.61	0.0			
T1002972	2024-01-13	S001	Store_001	West	P0184	Prod_0184	Electronics	8	763.96	0.0			
T1002973	2025-01-11	S013	Store_013	East	P0111	Prod_0111	Stationery	9	580.65	0.0			
T1002974	2023-01-31	S042	Store_042	East	P0074	Prod_0074	Beverages	2	613.26	0.0			
T1002975	2025-05-01	S037	Store_037	West	P0079	Prod_0079	Clothing	7	460.82	0.15			
T1002976	2024-01-16	S031	Store_031	South	P0055	Prod_0055	Clothing	9	38.81	0.05			
T1002977	2024-08-03	S039	Store_039	Central	P0096	Prod_0096	Electronics	2	257.22	0.1			
T1002978	2024-10-05	S007	Store_007	Central	P0062	Prod_0062	Beverages	2	456.05	0.05			
T1002979	2024-09-17	S026	Store_026	North	P0189	Prod_0189	Household	2	810.27	0.0			
T1002980	2024-07-29	S025	Store_025	South	P0078	Prod_0078	Beverages	2	743.19	0.0			
